YEAR,MONTH,DISTRICT_NAME,minT,maxT,avgT
2023,7,Hapur,26.637558167980565,34.32176559202133,30.479661880000947
2023,8,Hapur,26.50074448124055,34.8465384821738,30.673641481707172
2023,9,Hapur,25.432912190755207,35.085829162597655,30.259370676676433
2023,10,Hapur,18.985734970338882,33.622165310767386,26.303950140553134
2023,11,Hapur,13.782699139912923,28.053734715779623,20.918216927846274
2023,12,Hapur,8.812759537850656,23.016465402418568,15.914612470134612
2023,1,Meerut,7.067930160030242,18.809984022571193,12.938957091300718
2023,2,Meerut,11.255024790763855,27.623410156794957,19.439217473779408
2023,3,Meerut,15.59817538722869,30.21268161650627,22.90542850186748
2023,4,Meerut,19.28868096669515,35.6238431930542,27.456262079874676
2023,5,Meerut,22.339297079270885,37.20886624243952,29.774081660855202
2023,6,Meerut,26.21891034444173,37.79370250701904,32.006306425730386
2023,7,Meerut,26.637558167980565,34.32176559202133,30.479661880000947
2023,8,Meerut,26.50074448124055,34.8465384821738,30.673641481707172
2023,9,Meerut,25.432912190755207,35.085829162597655,30.259370676676433
2023,10,Meerut,18.985734970338882,33.622165310767386,26.303950140553134
2023,11,Meerut,13.782699139912923,28.053734715779623,20.918216927846274
2023,12,Meerut,8.812759537850656,23.016465402418568,15.914612470134612
2023,1,Muzaffarnagar,7.067930160030242,18.809984022571193,12.938957091300718
2023,2,Muzaffarnagar,11.255024790763855,27.623410156794957,19.439217473779408
2023,3,Muzaffarnagar,15.59817538722869,30.21268161650627,22.90542850186748
2023,4,Muzaffarnagar,19.28868096669515,35.6238431930542,27.456262079874676
2023,5,Muzaffarnagar,22.339297079270885,37.20886624243952,29.774081660855202
2023,6,Muzaffarnagar,26.21891034444173,37.79370250701904,32.006306425730386
2023,7,Muzaffarnagar,26.637558167980565,34.32176559202133,30.479661880000947
2023,8,Muzaffarnagar,26.50074448124055,34.8465384821738,30.673641481707172
2023,9,Muzaffarnagar,25.432912190755207,35.085829162597655,30.259370676676433
2023,10,Muzaffarnagar,18.985734970338882,33.622165310767386,26.303950140553134
2023,11,Muzaffarnagar,13.782699139912923,28.053734715779623,20.918216927846274
2023,12,Muzaffarnagar,8.812759537850656,23.016465402418568,15.914612470134612
2023,1,New Delhi,6.5925927942483025,18.92070090540015,12.756646849824225
2023,2,New Delhi,11.211040000537464,27.8391915336222,19.525115767079832
2023,3,New Delhi,15.697962659398225,30.20123055810078,22.949596608749502
2023,4,New Delhi,19.333119694797528,35.52629638991063,27.42970804235408
2023,5,New Delhi,22.339480582746265,37.232843876118224,29.786162229432243
2023,6,New Delhi,26.16919970329036,37.6691837969681,31.91919175012923
2023,7,New Delhi,26.677520737007615,34.41618348462246,30.54685211081504
2023,8,New Delhi,26.539491195583096,35.16910447625094,30.85429783591702
2023,9,New Delhi,25.39764476359449,35.404428241436314,30.401036502515403
2023,10,New Delhi,19.02305781106353,33.73539598361847,26.379226897341
2023,11,New Delhi,13.795022532893398,28.066011444266753,20.930516988580074
2023,12,New Delhi,8.66267111777091,23.210010198514414,15.936340658142662
2023,1,Shahdara,7.067930160030242,18.809984022571193,12.938957091300718
2023,2,Shahdara,11.255024790763855,27.623410156794957,19.439217473779408
2023,3,Shahdara,15.59817538722869,30.21268161650627,22.90542850186748
2023,4,Shahdara,19.28868096669515,35.6238431930542,27.456262079874676
2023,5,Shahdara,22.339297079270885,37.20886624243952,29.774081660855202
2023,6,Shahdara,26.21891034444173,37.79370250701904,32.006306425730386
2023,7,Shahdara,26.637558167980565,34.32176559202133,30.479661880000947
2023,8,Shahdara,26.50074448124055,34.8465384821738,30.673641481707172
2023,9,Shahdara,25.432912190755207,35.085829162597655,30.259370676676433
2023,10,Shahdara,18.985734970338882,33.622165310767386,26.303950140553134
2023,11,Shahdara,13.782699139912923,28.053734715779623,20.918216927846274
2023,12,Shahdara,8.812759537850656,23.016465402418568,15.914612470134612
2023,1,Shamli,7.067930160030242,18.809984022571193,12.938957091300718
2023,2,Shamli,11.255024790763855,27.623410156794957,19.439217473779408
2023,3,Shamli,15.59817538722869,30.21268161650627,22.90542850186748
2023,4,Shamli,19.28868096669515,35.6238431930542,27.456262079874676
2023,5,Shamli,22.339297079270885,37.20886624243952,29.774081660855202
2023,6,Shamli,26.21891034444173,37.79370250701904,32.006306425730386
2023,7,Shamli,26.637558167980565,34.32176559202133,30.479661880000947
2023,8,Shamli,26.50074448124055,34.8465384821738,30.673641481707172
2023,9,Shamli,25.432912190755207,35.085829162597655,30.259370676676433
2023,10,Shamli,18.985734970338882,33.622165310767386,26.303950140553134
